persona_id,alpha
P001,6.227271661169783e-08
P002,3.353567850910328e-08
P003,0.01356196938366837
P004,6.952383395813573e-08
P005,3.360867064169426e-08
P006,3.409442970390514e-08
P007,1.3140739746613924e-07
P008,4.5544214259878625e-08
P009,3.2760718310497014e-08
P010,3.2379826622751355e-08
P011,5.385724810746962e-08
P012,2.2706966898305373e-07
P013,6.745846061687359e-08
P014,0.016767167256694426
P015,2.8211420639441188e-08
P016,1.3720319831183954e-07
P017,1.2805261796476441e-07
P018,0.1347859458678583
P019,5.343790632565363e-08
P020,6.927191065273762e-08
P021,4.541054875780688e-08
P022,8.65922253390924e-08
P023,7.831742457323418e-08
P024,3.863569029782036e-08
P025,4.785507533584806e-08
P026,8.842111320710885e-08
P027,5.048914954266246e-08
P028,7.901779702437137e-08
P029,9.676123021375373e-08
P030,3.0510317083577196e-08
P031,8.216967415446727e-08
P032,1.8262079826758728e-07
P033,4.817023140892514e-08
P034,1.0317520058985314e-07
P035,0.03859010642005833
P036,1.0919252142846264e-07
P037,7.44804999137849e-08
P038,0.7962902906100123
P039,5.234987016954179e-08
P040,8.892834392764953e-08
P041,6.042823015285054e-08
P042,8.63685536962469e-08
P043,2.8243525387231182e-08
P044,7.060042034530774e-07
P045,4.184262270299031e-08
P046,4.108415721681775e-08
P047,1.4712833946194562e-07
P048,5.36065007859643e-08
P049,3.8051328743947184e-08
P050,6.588577355199984e-08
DUMMY_NO_BUY,6.290308441086409e-07
