persona_id,alpha
P001,8.517898652140274e-09
P002,2.1998926157957014e-08
P003,2.150492262638375e-07
P004,2.8422103491560772e-08
P005,7.104078438059862e-09
P006,3.110922772171688e-08
P007,1.4016985997213971e-08
P008,4.0838019819669946e-08
P009,3.336986111657109e-08
P010,3.8616144096911216e-08
P011,6.182709909075796e-08
P012,1.4659763506815756e-07
P013,2.3236685300908848e-07
P014,0.06196728032453147
P015,2.712785622576279e-08
P016,5.783164386760527e-08
P017,7.801537513562526e-08
P018,3.6763917157932014e-08
P019,4.4128764197233496e-08
P020,4.2209883171643454e-07
P021,1.0631674674556853e-07
P022,0.5459401224726476
P023,0.16257599136698703
P024,2.1228480791662652e-08
P025,4.42414095662436e-08
P026,1.4336171101252702e-08
P027,9.891911976100128e-08
P028,1.5954641897385828e-08
P029,5.4033502770091174e-08
P030,0.061452203642868346
P031,7.244522714084139e-07
P032,8.828365022584255e-08
P033,5.831393784092725e-08
P034,2.4396402673364705e-08
P035,0.031130041303644614
P036,5.856463070823991e-08
P037,1.719742586806483e-08
P038,2.5459259344823564e-07
P039,1.5893292824031647e-07
P040,4.285288856387297e-09
P041,1.6502144610442243e-08
P042,0.10036092337377396
P043,0.017264520985322822
P044,3.474372781721022e-08
P045,3.715760512785316e-08
P046,2.9329182025983708e-08
P047,7.594431945071269e-08
P048,3.2040793766595687e-08
P049,6.131187047818492e-08
P050,3.639888462051448e-08
DUMMY_NO_BUY,0.0193053032520472
