persona_id,alpha
P001,0.09032804195983826
P002,1.8568374944328973e-08
P003,0.11988835011929722
P004,2.1703472562558484e-08
P005,2.3202854191259446e-08
P006,4.591507954604834e-08
P007,1.0340858041195758e-06
P008,2.2976380156595777e-08
P009,1.8697316631078883e-08
P010,5.283079418452577e-08
P011,3.9349397665238915e-07
P012,0.5931754267949475
P013,0.1303070938452563
P014,6.900239394354131e-08
P015,6.946345829377182e-08
P016,4.3309809278342025e-08
P017,6.270656957630684e-08
P018,1.2122967522026498e-07
P019,6.18402570699879e-08
P020,7.167065036410984e-08
P021,1.2614977713492863e-07
P022,5.49816702356996e-07
P023,2.030522088684333e-08
P024,1.8124201819050812e-08
P025,9.384444788210499e-08
P026,2.355008810372119e-08
P027,2.1575855246290447e-08
P028,2.0278839907311333e-08
P029,2.322018827675236e-08
P030,3.069266049811576e-08
P031,7.795337681347436e-08
P032,4.620150744083686e-08
P033,3.956236744550726e-08
P034,1.2068136262279062e-08
P035,7.05102585525349e-08
P036,3.607819376602839e-08
P037,2.518779805407355e-08
P038,1.9024389217922886e-07
P039,3.5930042260937133e-08
P040,2.545355806769676e-08
P041,2.310921922022577e-08
P042,5.420290340157603e-08
P043,9.897152447873e-08
P044,6.152974988132744e-08
P045,2.1615632012638196e-08
P046,1.2049585769449226e-08
P047,4.655903387429009e-08
P048,4.658455780250484e-08
P049,7.636017639531215e-08
P050,6.880294346846469e-08
DUMMY_NO_BUY,0.06629696005135478
