persona_id,alpha
P001,1.6307070509845533e-08
P002,0.0056835764213565305
P003,0.19941585104635193
P004,8.952014451536461e-08
P005,0.009396466400476302
P006,3.2040684249268833e-08
P007,1.2443611078714382e-07
P008,6.725010860941317e-08
P009,4.141602868907539e-08
P010,3.727651628841435e-08
P011,6.64206942162925e-08
P012,0.26034250607003195
P013,5.1697263364612126e-08
P014,1.20439687952522e-07
P015,6.8743891455485e-08
P016,8.305141328352553e-08
P017,3.522900520791968e-08
P018,0.019262353170940844
P019,3.374888760308116e-08
P020,7.516929899720426e-08
P021,3.611563315751085e-08
P022,0.38713659900462954
P023,5.4829047808230235e-08
P024,0.0252488077805657
P025,4.092605522480192e-08
P026,1.751656791670032e-08
P027,5.486591204389409e-08
P028,2.5284450974567695e-08
P029,4.205120565048281e-08
P030,1.6262593969014787e-07
P031,1.4974984378235252e-07
P032,6.504588539862515e-08
P033,2.4736119572631265e-07
P034,4.98339295602028e-08
P035,0.019331389464596463
P036,0.008945634604398242
P037,1.7532685110763346e-08
P038,0.06523387264763861
P039,4.5022870838694626e-08
P040,1.4546248768199844e-08
P041,5.867004747590857e-08
P042,5.216053381634015e-08
P043,1.5946637225409136e-08
P044,4.019501131296509e-08
P045,8.632839509540048e-08
P046,3.9506851484548685e-08
P047,3.3328419141392926e-07
P048,4.31807539951441e-08
P049,3.35541270200215e-08
P050,5.1530241759849626e-08
DUMMY_NO_BUY,2.229779459065786e-07
