persona_id,alpha
P001,6.569456458250804e-09
P002,9.429319310121059e-08
P003,1.499452581369641e-08
P004,2.4633686038810457e-08
P005,2.9184855567915735e-08
P006,2.7472738291699615e-09
P007,0.23638267716935074
P008,1.1371490532839546e-08
P009,1.9985977356631017e-08
P010,3.168446551368484e-08
P011,3.223287992186436e-08
P012,0.1997392266132826
P013,2.838738631748741e-08
P014,1.593198967692623e-08
P015,3.473929623138294e-08
P016,2.70538772981487e-08
P017,3.8031578250111615e-08
P018,4.641316416780543e-08
P019,4.984580348872692e-08
P020,1.8236377655173374e-08
P021,1.551002014951321e-07
P022,0.320859102832323
P023,1.4986730524756615e-08
P024,8.88338120164814e-09
P025,2.3721955630525024e-08
P026,1.8804863664525042e-08
P027,9.587242671271812e-09
P028,0.05306047081318261
P029,0.04503414808130686
P030,0.05959098518483632
P031,8.789487252798115e-09
P032,2.731983340472809e-08
P033,1.2233266836612293e-08
P034,2.5858773480855264e-08
P035,3.727351160931078e-08
P036,6.445705752065944e-08
P037,8.632135578862918e-09
P038,9.814672812413254e-08
P039,3.9327288561992224e-08
P040,1.5750934623899887e-08
P041,2.5267168242482383e-07
P042,1.94600808354203e-08
P043,1.000807128199861e-08
P044,1.478615384427402e-07
P045,1.2400891766070127e-08
P046,2.3946647533702853e-08
P047,3.640928239272908e-08
P048,1.3844787751587623e-08
P049,2.5517137446155497e-08
P050,6.518655284133874e-08
DUMMY_NO_BUY,0.08533168678837569
