persona_id,alpha
P001,1.3397096716356339e-08
P002,2.14536658911335e-08
P003,3.152440654530065e-08
P004,5.318587556693085e-08
P005,3.511613993171403e-08
P006,1.3022472790729531e-08
P007,1.2024735810311512e-07
P008,3.511253207522073e-08
P009,2.908004473792272e-08
P010,1.497551587112343e-07
P011,9.834039389713646e-08
P012,0.33583813250206296
P013,2.454115882293353e-08
P014,1.4167051802102333e-07
P015,0.11183071433395754
P016,2.7152023206638126e-08
P017,6.251817817924786e-08
P018,2.809227565420651e-08
P019,7.087218400561885e-08
P020,1.7805416542175936e-08
P021,9.000674526444001e-08
P022,4.367519187485733e-07
P023,2.2379948988045595e-08
P024,7.510820297185363e-08
P025,8.228605129971452e-08
P026,6.047769721195077e-08
P027,2.7216783879515614e-08
P028,0.29453066316057624
P029,4.2809785760849335e-08
P030,0.1652515739100042
P031,3.797356603950277e-08
P032,2.734873393980721e-08
P033,2.1323710996082284e-08
P034,4.1763760386657457e-08
P035,5.7854806034586594e-08
P036,3.228725428082468e-08
P037,1.3037121449026573e-08
P038,1.386653083969801e-07
P039,8.442645628407398e-08
P040,1.262206413261093e-08
P041,4.052149305164283e-08
P042,3.413836219919465e-08
P043,4.8864600576589746e-08
P044,5.979897129341164e-08
P045,1.6851913050958197e-08
P046,3.694324298968482e-08
P047,8.476372011156444e-08
P048,3.9016619701209726e-08
P049,7.321044528748205e-08
P050,3.3762083461070055e-08
DUMMY_NO_BUY,0.09254617099513199
