date,article_id,offer_price,demand,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,observed_demand,ground_truth_purchase_prob
2018-09-22,399201022,49.99,0,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,3,0.004763750585971567
2018-09-25,399201022,44.99,2,0.04,0.06,0.03,0.03,0.03,0.04,0.04,0.01,0.03,0.03,0.01,0.02,0.03,0.04,0.05,0.015,0.03,0.03,0.025,0.015,0.01,0.02,0.02,0.03,0.02,0.015,0.04,0.03,0.03,0.06,0.015,0.02,0.03,0.03,0.03,0.04,0.02,0.02,0.008,0.04,0.04,0.015,0.04,0.02,0.03,0.02,0.03,0.02,0.01,0.03,2,0.005388377464442649
2018-09-27,399201022,44.99,1,0.04,0.06,0.03,0.03,0.03,0.04,0.04,0.01,0.03,0.03,0.01,0.02,0.03,0.04,0.05,0.015,0.03,0.03,0.025,0.015,0.01,0.02,0.02,0.03,0.02,0.015,0.04,0.03,0.03,0.06,0.015,0.02,0.03,0.03,0.03,0.04,0.02,0.02,0.008,0.04,0.04,0.015,0.04,0.02,0.03,0.02,0.03,0.02,0.01,0.03,4,0.005388377464442649
2018-10-09,399201022,49.99,1,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,3,0.004763750585971567
2018-10-10,399201022,39.99,1,0.12,0.12,0.08,0.05,0.05,0.07,0.07,0.02,0.06,0.06,0.03,0.04,0.06,0.1,0.12,0.025,0.06,0.08,0.05,0.035,0.02,0.05,0.04,0.06,0.05,0.03,0.08,0.06,0.06,0.12,0.03,0.03,0.06,0.06,0.05,0.06,0.04,0.05,0.015,0.1,0.07,0.035,0.08,0.035,0.06,0.04,0.05,0.04,0.02,0.045,1,0.006187084862564269
2018-10-29,399201022,49.99,2,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,4,0.004763750585971567
2018-11-04,399201022,49.99,1,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,1,0.004763750585971567
2018-11-06,399201022,44.99,0,0.04,0.06,0.03,0.03,0.03,0.04,0.04,0.01,0.03,0.03,0.01,0.02,0.03,0.04,0.05,0.015,0.03,0.03,0.025,0.015,0.01,0.02,0.02,0.03,0.02,0.015,0.04,0.03,0.03,0.06,0.015,0.02,0.03,0.03,0.03,0.04,0.02,0.02,0.008,0.04,0.04,0.015,0.04,0.02,0.03,0.02,0.03,0.02,0.01,0.03,3,0.005388377464442649
2018-11-07,399201022,49.99,1,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,3,0.004763750585971567
2018-11-11,399201022,49.99,0,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,1,0.004763750585971567
2018-11-12,399201022,49.99,2,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,1,0.004763750585971567
2018-11-13,399201022,44.99,0,0.04,0.06,0.03,0.03,0.03,0.04,0.04,0.01,0.03,0.03,0.01,0.02,0.03,0.04,0.05,0.015,0.03,0.03,0.025,0.015,0.01,0.02,0.02,0.03,0.02,0.015,0.04,0.03,0.03,0.06,0.015,0.02,0.03,0.03,0.03,0.04,0.02,0.02,0.008,0.04,0.04,0.015,0.04,0.02,0.03,0.02,0.03,0.02,0.01,0.03,1,0.005388377464442649
2018-11-19,399201022,29.99,2,0.45,0.4,0.35,0.14,0.2,0.25,0.3,0.08,0.2,0.4,0.15,0.14,0.25,0.45,0.45,0.06,0.18,0.5,0.15,0.12,0.1,0.18,0.18,0.2,0.18,0.14,0.22,0.2,0.2,0.45,0.18,0.06,0.14,0.18,0.12,0.18,0.28,0.18,0.05,0.35,0.18,0.09,0.3,0.09,0.18,0.12,0.14,0.12,0.06,0.09,2,0.007702581815491974
2018-11-23,399201022,39.99,4,0.12,0.12,0.08,0.05,0.05,0.07,0.07,0.02,0.06,0.06,0.03,0.04,0.06,0.1,0.12,0.025,0.06,0.08,0.05,0.035,0.02,0.05,0.04,0.06,0.05,0.03,0.08,0.06,0.06,0.12,0.03,0.03,0.06,0.06,0.05,0.06,0.04,0.05,0.015,0.1,0.07,0.035,0.08,0.035,0.06,0.04,0.05,0.04,0.02,0.045,19,0.006187084862564269
2018-11-24,399201022,39.99,3,0.12,0.12,0.08,0.05,0.05,0.07,0.07,0.02,0.06,0.06,0.03,0.04,0.06,0.1,0.12,0.025,0.06,0.08,0.05,0.035,0.02,0.05,0.04,0.06,0.05,0.03,0.08,0.06,0.06,0.12,0.03,0.03,0.06,0.06,0.05,0.06,0.04,0.05,0.015,0.1,0.07,0.035,0.08,0.035,0.06,0.04,0.05,0.04,0.02,0.045,13,0.006187084862564269
2018-11-26,399201022,49.99,1,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,1,0.004763750585971567
2018-12-02,399201022,49.99,1,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,1,0.004763750585971567
2018-12-10,399201022,42.49,1,0.07,0.08,0.05,0.04,0.04,0.05,0.05,0.015,0.04,0.04,0.02,0.03,0.04,0.06,0.08,0.02,0.04,0.05,0.035,0.025,0.015,0.03,0.03,0.04,0.03,0.02,0.06,0.04,0.04,0.08,0.02,0.02,0.045,0.05,0.04,0.05,0.03,0.03,0.01,0.06,0.05,0.02,0.05,0.025,0.04,0.03,0.04,0.03,0.015,0.035,1,0.005720290488073752
2018-12-16,399201022,49.99,0,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,2,0.004763750585971567
2018-12-18,399201022,49.99,1,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,2,0.004763750585971567
2018-12-19,399201022,44.99,0,0.04,0.06,0.03,0.03,0.03,0.04,0.04,0.01,0.03,0.03,0.01,0.02,0.03,0.04,0.05,0.015,0.03,0.03,0.025,0.015,0.01,0.02,0.02,0.03,0.02,0.015,0.04,0.03,0.03,0.06,0.015,0.02,0.03,0.03,0.03,0.04,0.02,0.02,0.008,0.04,0.04,0.015,0.04,0.02,0.03,0.02,0.03,0.02,0.01,0.03,1,0.005388377464442649
2018-12-31,399201022,49.99,2,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,1,0.004763750585971567
2019-01-03,399201022,44.99,1,0.04,0.06,0.03,0.03,0.03,0.04,0.04,0.01,0.03,0.03,0.01,0.02,0.03,0.04,0.05,0.015,0.03,0.03,0.025,0.015,0.01,0.02,0.02,0.03,0.02,0.015,0.04,0.03,0.03,0.06,0.015,0.02,0.03,0.03,0.03,0.04,0.02,0.02,0.008,0.04,0.04,0.015,0.04,0.02,0.03,0.02,0.03,0.02,0.01,0.03,4,0.005388377464442649
2019-01-06,399201022,49.99,0,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,1,0.004763750585971567
2019-01-09,399201022,49.99,1,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,3,0.004763750585971567
2019-01-14,399201022,49.99,2,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,2,0.004763750585971567
2019-01-15,399201022,49.99,2,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,1,0.004763750585971567
2019-01-18,399201022,49.99,0,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,1,0.004763750585971567
