persona_id,alpha
P001,1.958731746963622e-08
P002,3.7304220766358864e-09
P003,1.5819659549257716e-08
P004,1.4660678434709059e-08
P005,5.8818367798554996e-09
P006,7.862075959585384e-09
P007,4.5203425782423945e-08
P008,7.0037948308192964e-09
P009,1.1050752996027285e-08
P010,0.14739050486091532
P011,3.7746640194281345e-08
P012,0.27507992780569374
P013,1.2349025529207152e-08
P014,2.3888300835310857e-08
P015,0.1481027958295265
P016,1.4145427995520217e-08
P017,1.861070763771056e-08
P018,2.2592789264356847e-08
P019,6.507290084775982e-08
P020,9.23919464803383e-09
P021,1.0405611694833077e-07
P022,3.4344015300540506e-08
P023,1.1209800658206832e-08
P024,4.983875476367452e-09
P025,4.1672013407249204e-08
P026,3.3109320683965007e-07
P027,5.0670175373894864e-08
P028,0.13301204893407517
P029,1.1342449720036143e-08
P030,0.17410346495302176
P031,1.083755443797336e-08
P032,7.065157620459859e-09
P033,6.1037646334908e-09
P034,1.1442422026914374e-08
P035,3.095128272255956e-08
P036,1.3508894605165031e-08
P037,6.5926731320686946e-09
P038,3.017787923410452e-08
P039,2.301078344897021e-08
P040,3.90839396369135e-08
P041,1.5914695668400564e-08
P042,8.996733142294465e-09
P043,2.0866300487449544e-08
P044,7.531277970953279e-09
P045,8.534782114495313e-09
P046,5.516343286070509e-09
P047,7.083663885321131e-08
P048,2.5754713428740793e-08
P049,0.05029316654971146
P050,3.161259264415245e-08
DUMMY_NO_BUY,0.07201679291202243
