persona_id,alpha
P001,6.68649794458775e-08
P002,6.551359360727414e-08
P003,1.1017928297008776e-07
P004,7.233916916908343e-08
P005,7.733837961384632e-08
P006,1.3261678096358714e-07
P007,9.49589027073e-08
P008,1.0591730212290659e-07
P009,9.597703137060068e-08
P010,5.108330765453745e-08
P011,1.4341988712913516e-07
P012,1.8860804355138855e-07
P013,8.34977575987062e-08
P014,1.356487758355515e-07
P015,7.201821812305189e-08
P016,1.670427789627358e-07
P017,1.940766385680421e-07
P018,2.9610139812316706e-06
P019,1.3097487350126762e-07
P020,1.0686403821246203e-07
P021,5.155306236879166e-07
P022,4.986690927157964e-07
P023,8.897216387271425e-08
P024,6.946996838114269e-08
P025,9.496883388016096e-08
P026,1.9468690173442552e-07
P027,8.738533971070639e-08
P028,1.3795649757802714e-07
P029,9.430512672013343e-08
P030,7.49079209702071e-08
P031,6.350184155612982e-08
P032,3.7566162289379597e-07
P033,7.332801013920161e-08
P034,1.4729227852223766e-07
P035,1.0123832510565125e-07
P036,1.2097370863319438e-07
P037,8.37620362341185e-08
P038,0.9999204303652468
P039,9.556293576341904e-08
P040,1.3134036278148435e-07
P041,7.819930736421742e-08
P042,1.4439608754846957e-07
P043,5.095830292817514e-08
P044,1.2071619899089796e-07
P045,7.102789263106538e-08
P046,5.533866414350986e-08
P047,1.3976988383893847e-07
P048,1.5633645180367394e-07
P049,1.6164935065527286e-07
P050,2.6620498276344e-07
DUMMY_NO_BUY,7.021957031730713e-05
