persona_id,alpha
P001,4.727431729830665e-08
P002,0.015259505494910309
P003,1.9652221177933393e-08
P004,2.8939546530253015e-08
P005,0.016000930611828067
P006,3.4625413725081276e-08
P007,4.398429162995883e-08
P008,1.0592553223053336e-07
P009,3.2362518103703856e-07
P010,0.08314057091104404
P011,2.1757377819525677e-08
P012,0.18876445062901953
P013,4.882006829425658e-06
P014,1.2168307438888289e-08
P015,5.9203144060722624e-08
P016,6.020889493784885e-08
P017,1.4413160668495916e-07
P018,3.87886541560534e-08
P019,1.970758678845054e-07
P020,2.9068552803454046e-07
P021,1.0092953657707716e-07
P022,0.5700178299028511
P023,5.066241672149354e-08
P024,3.742853798385197e-08
P025,1.820042817655338e-08
P026,3.418408641547006e-08
P027,5.0017801487643344e-08
P028,2.7346598004418707e-08
P029,5.195594993095091e-08
P030,1.6013753050495026e-08
P031,4.6674068219044414e-08
P032,3.142571947996747e-08
P033,0.02373194569215458
P034,2.1785895627034394e-08
P035,0.09762891683656284
P036,4.40176929441657e-08
P037,3.059449818444518e-08
P038,7.387271253751808e-07
P039,3.734434806162757e-08
P040,2.5066872235023695e-08
P041,1.046491824372137e-07
P042,3.7067271300976066e-08
P043,2.0360726284787665e-08
P044,2.65292830004625e-07
P045,5.62054429129749e-08
P046,0.005445667992259595
P047,3.5310797212555324e-08
P048,1.8511737477884277e-06
P049,5.292440891047631e-08
P050,3.832175729473088e-08
DUMMY_NO_BUY,4.8195163176345336e-08
