persona_id,alpha
P001,1.047966945684576e-08
P002,1.0385514871949027e-08
P003,1.116948785631156e-08
P004,6.3295564408479566e-09
P005,7.318174001484602e-09
P006,3.141740476964e-08
P007,2.6281102659717703e-09
P008,1.0939626522652694e-08
P009,1.116624551657439e-08
P010,0.0740679575903865
P011,3.423880988330802e-08
P012,0.11728030968549744
P013,1.2171412380041832e-08
P014,4.936652668315011e-09
P015,1.8990392258489246e-08
P016,2.6699214720141934e-08
P017,1.566680045946315e-08
P018,3.291765952042719e-09
P019,0.05689410474435843
P020,3.974135322502452e-08
P021,0.11412688227020447
P022,0.4519190205851267
P023,7.405949311922689e-09
P024,7.821671095455228e-09
P025,1.535693581261354e-08
P026,6.146324799345504e-09
P027,8.691560251301859e-09
P028,4.293544534020586e-09
P029,8.488940476236185e-09
P030,3.0860887734441494e-09
P031,2.0272985791025422e-08
P032,3.057223068747362e-08
P033,1.4621059104888462e-08
P034,5.395925845089353e-09
P035,0.1857108638860327
P036,4.207224462661074e-08
P037,6.499478651626022e-09
P038,2.966959957748172e-08
P039,1.3170335049341043e-08
P040,4.601385325859907e-09
P041,1.261622189429555e-08
P042,9.840819194419154e-09
P043,9.569234626638016e-09
P044,2.276573122913774e-07
P045,4.991565611571825e-09
P046,1.2343866810376106e-08
P047,1.831162412835862e-08
P048,2.392180920409665e-08
P049,8.621328810883709e-09
P050,1.2772644142603119e-08
DUMMY_NO_BUY,3.4855516040709266e-08
