date,article_id,offer_price,demand,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,observed_demand,ground_truth_purchase_prob
2018-09-22,397068015,19.99,2,0.64,0.15,0.4,0.18,0.3,0.68,0.62,0.0262,0.03,0.67,0.05,0.24,0.4,0.1,0.3,0.02,0.02,0.1,0.04,0.03,0.18,0.08,0.28,0.15,0.07,0.42,0.05,0.33,0.04,0.3,0.25,0.02,0.05,0.18,0.05,0.09,0.48,0.12,0.02,0.35,0.08,0.11,0.45,0.12,0.22,0.2,0.08,0.07,0.03,0.02,4,0.006937961366399428
2018-10-03,397068015,19.99,0,0.64,0.15,0.4,0.18,0.3,0.68,0.62,0.0262,0.03,0.67,0.05,0.24,0.4,0.1,0.3,0.02,0.02,0.1,0.04,0.03,0.18,0.08,0.28,0.15,0.07,0.42,0.05,0.33,0.04,0.3,0.25,0.02,0.05,0.18,0.05,0.09,0.48,0.12,0.02,0.35,0.08,0.11,0.45,0.12,0.22,0.2,0.08,0.07,0.03,0.02,2,0.006937961366399428
2018-10-21,397068015,19.99,0,0.64,0.15,0.4,0.18,0.3,0.68,0.62,0.0262,0.03,0.67,0.05,0.24,0.4,0.1,0.3,0.02,0.02,0.1,0.04,0.03,0.18,0.08,0.28,0.15,0.07,0.42,0.05,0.33,0.04,0.3,0.25,0.02,0.05,0.18,0.05,0.09,0.48,0.12,0.02,0.35,0.08,0.11,0.45,0.12,0.22,0.2,0.08,0.07,0.03,0.02,3,0.006937961366399428
2018-10-24,397068015,19.99,2,0.64,0.15,0.4,0.18,0.3,0.68,0.62,0.0262,0.03,0.67,0.05,0.24,0.4,0.1,0.3,0.02,0.02,0.1,0.04,0.03,0.18,0.08,0.28,0.15,0.07,0.42,0.05,0.33,0.04,0.3,0.25,0.02,0.05,0.18,0.05,0.09,0.48,0.12,0.02,0.35,0.08,0.11,0.45,0.12,0.22,0.2,0.08,0.07,0.03,0.02,9,0.006937961366399428
2018-10-29,397068015,17.99,1,0.67,0.3,0.55,0.32,0.55,0.75,0.74,0.1162,0.12,0.73,0.08,0.3,0.45,0.14,0.45,0.04,0.04,0.14,0.06,0.06,0.22,0.11,0.4,0.3,0.11,0.46,0.1,0.46,0.06,0.35,0.4,0.03,0.12,0.35,0.08,0.15,0.62,0.18,0.04,0.42,0.24,0.15,0.52,0.22,0.4,0.35,0.13,0.1,0.08,0.04,1,0.007338219284546052
2018-11-07,397068015,19.99,1,0.64,0.15,0.4,0.18,0.3,0.68,0.62,0.0262,0.03,0.67,0.05,0.24,0.4,0.1,0.3,0.02,0.02,0.1,0.04,0.03,0.18,0.08,0.28,0.15,0.07,0.42,0.05,0.33,0.04,0.3,0.25,0.02,0.05,0.18,0.05,0.09,0.48,0.12,0.02,0.35,0.08,0.11,0.45,0.12,0.22,0.2,0.08,0.07,0.03,0.02,5,0.006937961366399428
2018-11-21,397068015,19.99,1,0.64,0.15,0.4,0.18,0.3,0.68,0.62,0.0262,0.03,0.67,0.05,0.24,0.4,0.1,0.3,0.02,0.02,0.1,0.04,0.03,0.18,0.08,0.28,0.15,0.07,0.42,0.05,0.33,0.04,0.3,0.25,0.02,0.05,0.18,0.05,0.09,0.48,0.12,0.02,0.35,0.08,0.11,0.45,0.12,0.22,0.2,0.08,0.07,0.03,0.02,2,0.006937961366399428
2018-12-10,397068015,19.99,0,0.64,0.15,0.4,0.18,0.3,0.68,0.62,0.0262,0.03,0.67,0.05,0.24,0.4,0.1,0.3,0.02,0.02,0.1,0.04,0.03,0.18,0.08,0.28,0.15,0.07,0.42,0.05,0.33,0.04,0.3,0.25,0.02,0.05,0.18,0.05,0.09,0.48,0.12,0.02,0.35,0.08,0.11,0.45,0.12,0.22,0.2,0.08,0.07,0.03,0.02,1,0.006937961366399428
2018-12-11,397068015,19.99,1,0.64,0.15,0.4,0.18,0.3,0.68,0.62,0.0262,0.03,0.67,0.05,0.24,0.4,0.1,0.3,0.02,0.02,0.1,0.04,0.03,0.18,0.08,0.28,0.15,0.07,0.42,0.05,0.33,0.04,0.3,0.25,0.02,0.05,0.18,0.05,0.09,0.48,0.12,0.02,0.35,0.08,0.11,0.45,0.12,0.22,0.2,0.08,0.07,0.03,0.02,2,0.006937961366399428
2018-12-12,397068015,19.99,1,0.64,0.15,0.4,0.18,0.3,0.68,0.62,0.0262,0.03,0.67,0.05,0.24,0.4,0.1,0.3,0.02,0.02,0.1,0.04,0.03,0.18,0.08,0.28,0.15,0.07,0.42,0.05,0.33,0.04,0.3,0.25,0.02,0.05,0.18,0.05,0.09,0.48,0.12,0.02,0.35,0.08,0.11,0.45,0.12,0.22,0.2,0.08,0.07,0.03,0.02,2,0.006937961366399428
