persona_id,alpha
P001,9.977575019377537e-09
P002,9.641292845957244e-08
P003,4.7001633641944054e-08
P004,7.3770950455741695e-06
P005,1.9082917712525246e-08
P006,0.007034523785202794
P007,1.4255180399590177e-08
P008,2.3067016185360117e-08
P009,2.7219705527588242e-08
P010,2.6172486207399786e-08
P011,3.8658723486240167e-08
P012,3.4794385247366914e-08
P013,2.285456276617789e-08
P014,0.08629717381720278
P015,2.8247133230346802e-08
P016,0.019423540721928326
P017,0.1557383522745231
P018,5.606751150787872e-08
P019,0.1359591721462368
P020,1.1146768316496267e-07
P021,3.506861874941598e-08
P022,4.639521847544e-08
P023,8.127412637871392e-08
P024,1.1618612155291666e-08
P025,5.381179420067571e-08
P026,5.754677609415146e-08
P027,1.912423497200249e-08
P028,2.9921514227990504e-08
P029,7.518435785553908e-08
P030,0.16216612451731321
P031,1.607194302922711e-08
P032,7.470797502805148e-08
P033,0.07568442452916119
P034,4.393230973901429e-08
P035,0.3038413252904617
P036,1.5539199035923584e-07
P037,2.5025192286481266e-08
P038,3.804789186284168e-07
P039,3.734807973701781e-08
P040,3.3361772928583954e-08
P041,3.7749543818162405e-08
P042,7.472336274926208e-08
P043,2.2502909798395926e-08
P044,6.114603861133368e-08
P045,5.0770352157291004e-08
P046,3.151086356915797e-08
P047,2.306782206393099e-08
P048,3.7088932752346954e-07
P049,0.05384532932951458
P050,1.3995351647756994e-07
DUMMY_NO_BUY,1.126367957694945e-07
