persona_id,alpha
P001,6.613734902537077e-09
P002,1.2867530698045975e-08
P003,3.129991813717414e-08
P004,4.9022353686901683e-08
P005,1.343432242547538e-08
P006,1.6444780149703073e-08
P007,1.939723807305557e-08
P008,6.020049391097881e-08
P009,4.045629048361212e-08
P010,0.07920189663387643
P011,3.005662372203353e-08
P012,3.505903089467255e-08
P013,3.789284518906395e-08
P014,2.0919930742858773e-07
P015,3.0248836415833854e-08
P016,5.0016308527742814e-08
P017,2.25232884944885e-08
P018,5.8020083151492044e-08
P019,5.3495078749102103e-08
P020,4.1934751552799266e-08
P021,3.142711251435515e-08
P022,0.18391721373209627
P023,0.1400648803783154
P024,1.9240285044345315e-06
P025,4.607864819885227e-08
P026,8.15457381321457e-09
P027,3.43810663691945e-08
P028,4.4398010621339994e-08
P029,1.1163568772104761e-08
P030,2.724366974589352e-08
P031,3.497232844114969e-08
P032,2.2735863493222947e-07
P033,7.887767228909865e-08
P034,2.1535117960688432e-08
P035,4.7874188723449745e-08
P036,6.068739206497768e-08
P037,1.4750016483771727e-08
P038,0.3171580120539952
P039,8.750728462671845e-08
P040,8.780263324453313e-09
P041,3.1652193801649666e-08
P042,0.2722639888283505
P043,8.268955451660449e-08
P044,1.7136605390919866e-08
P045,6.985029830479573e-08
P046,1.8474837854301747e-08
P047,5.017370190109644e-07
P048,1.5991482360844895e-08
P049,8.013205342026291e-08
P050,4.270679180384456e-08
DUMMY_NO_BUY,0.007389620601659768
