persona_id,alpha
P001,3.647947710155628e-08
P002,3.748386002290207e-08
P003,2.5782572968048176e-08
P004,4.000444324989494e-08
P005,1.443214368616991e-07
P006,6.086560045227995e-08
P007,6.272761063311222e-07
P008,1.092222195298136e-07
P009,3.755052727930531e-08
P010,2.1337027039128386e-08
P011,4.729614091315289e-08
P012,4.70038149079164e-08
P013,0.03786962920626878
P014,1.2300359892106957e-06
P015,1.8637829601879126e-08
P016,6.982046426855184e-08
P017,5.1777044543025605e-08
P018,5.118149411819359e-08
P019,0.3202462575449868
P020,8.751316215017516e-08
P021,4.477438008812011e-08
P022,0.4349680176066916
P023,8.668531657378388e-08
P024,3.4958142977072595e-08
P025,1.0528034015286657e-07
P026,2.6927764150223443e-08
P027,8.191853909446084e-08
P028,3.10597359479358e-08
P029,1.0768534590959355e-07
P030,6.967354985049123e-08
P031,3.5097576190224626e-08
P032,1.2523848016653448e-07
P033,6.717239723653832e-08
P034,3.2019881820441986e-08
P035,7.495923230581253e-08
P036,5.791997645817753e-08
P037,3.163572144929629e-08
P038,3.903419846847511e-08
P039,5.936477793174917e-08
P040,1.987715292628316e-08
P041,0.16798323793141048
P042,8.129665743462492e-08
P043,0.03892805573555754
P044,6.656716557614303e-08
P045,4.66674767115094e-08
P046,2.6084679112502365e-08
P047,4.968754878434149e-08
P048,3.625717199865042e-08
P049,4.4277199990843975e-08
P050,1.341083554179134e-07
DUMMY_NO_BUY,4.4215710962607824e-07
