date,article_id,offer_price,demand,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,observed_demand,ground_truth_purchase_prob
2018-11-08,399087001,19.99,2,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.007056063597531563
2018-11-18,399087001,19.99,2,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.007056063597531563
2019-01-07,399087001,19.99,2,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.007056063597531563
2019-02-02,399087001,19.99,0,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,4,0.007056063597531563
2019-04-02,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.007056063597531563
2019-08-02,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.007056063597531563
2018-12-17,399136009,49.99,1,0.03,0.01,0.02,0.01,0.005,0.03,0.01,0.01,0.01,0.05,0.02,0.03,0.03,0.1,0.07,0.001,0.005,0.02,0.02,0.002,0.02,0.03,0.0,0.01,0.05,0.03,0.01,0.005,0.03,0.04,0.001,0.003,0.01,0.005,0.002,0.0,0.03,0.01,0.003,0.01,0.005,0.005,0.03,0.001,0.003,0.01,0.004,0.005,0.004,0.0002,4,0.005563891833852634
2019-02-26,399136009,49.99,1,0.03,0.01,0.02,0.01,0.005,0.03,0.01,0.01,0.01,0.05,0.02,0.03,0.03,0.1,0.07,0.001,0.005,0.02,0.02,0.002,0.02,0.03,0.0,0.01,0.05,0.03,0.01,0.005,0.03,0.04,0.001,0.003,0.01,0.005,0.002,0.0,0.03,0.01,0.003,0.01,0.005,0.005,0.03,0.001,0.003,0.01,0.004,0.005,0.004,0.0002,2,0.005563891833852634
2019-03-15,399136009,49.99,1,0.03,0.01,0.02,0.01,0.005,0.03,0.01,0.01,0.01,0.05,0.02,0.03,0.03,0.1,0.07,0.001,0.005,0.02,0.02,0.002,0.02,0.03,0.0,0.01,0.05,0.03,0.01,0.005,0.03,0.04,0.001,0.003,0.01,0.005,0.002,0.0,0.03,0.01,0.003,0.01,0.005,0.005,0.03,0.001,0.003,0.01,0.004,0.005,0.004,0.0002,2,0.005563891833852634
2019-07-29,399136009,49.99,1,0.03,0.01,0.02,0.01,0.005,0.03,0.01,0.01,0.01,0.05,0.02,0.03,0.03,0.1,0.07,0.001,0.005,0.02,0.02,0.002,0.02,0.03,0.0,0.01,0.05,0.03,0.01,0.005,0.03,0.04,0.001,0.003,0.01,0.005,0.002,0.0,0.03,0.01,0.003,0.01,0.005,0.005,0.03,0.001,0.003,0.01,0.004,0.005,0.004,0.0002,1,0.005563891833852634
