persona_id,alpha
P001,1.5383901490255535e-08
P002,2.6467089339352696e-08
P003,8.45768991283185e-08
P004,8.101130906016366e-08
P005,3.314894542584311e-08
P006,2.8189220620835256e-08
P007,1.302390734859114e-07
P008,0.0020687368205004053
P009,3.172915845795806e-07
P010,1.0274015304412571e-07
P011,5.506482476463327e-08
P012,8.722783134204959e-08
P013,2.2409710241354943e-07
P014,8.480913113337622e-08
P015,7.14856049547355e-08
P016,7.656704038354082e-08
P017,6.542030627618639e-08
P018,8.017670178598141e-08
P019,5.6571184243658785e-08
P020,1.865147168931121e-07
P021,5.055556603512497e-08
P022,0.5100133922123542
P023,1.047696870014014e-06
P024,0.006789461137061689
P025,7.392025727492942e-08
P026,1.708151466986764e-08
P027,4.992038595079024e-07
P028,4.180868720987471e-08
P029,3.335750944642628e-08
P030,0.15487990865756346
P031,6.124674267709273e-07
P032,2.2382283957806995e-07
P033,1.9544098172152495e-07
P034,5.237976651057253e-08
P035,5.64351610830567e-07
P036,9.110709623184335e-08
P037,2.5897375160645695e-08
P038,2.1878867124623044e-05
P039,2.2700201417193817e-07
P040,1.835016968695044e-08
P041,4.3938871292529653e-08
P042,0.3262200061391467
P043,6.287804218452512e-08
P044,3.162242267206792e-08
P045,1.1076637787859486e-07
P046,3.6428569147381655e-08
P047,1.2780736015183612e-07
P048,5.209281583524144e-08
P049,1.6069389363965403e-07
P050,6.983785767272823e-08
DUMMY_NO_BUY,3.386738731743354e-07
