date,article_id,offer_price,demand,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,observed_demand,ground_truth_purchase_prob
2018-11-21,399256032,9.99,3,0.88,0.7,0.4,0.4,0.68,0.72,0.6,0.65,0.72,0.65,0.3,0.18,0.68,0.4,0.7,0.12,0.65,0.45,0.28,0.06,0.5,0.18,0.68,0.75,0.45,0.65,0.76,0.55,0.22,0.75,0.4,0.05,0.38,0.42,0.1,0.24,0.85,0.28,0.18,0.55,0.15,0.08,0.82,0.22,0.45,0.5,0.08,0.28,0.07,0.06,1,0.00797989408670568
2018-11-22,399256032,7.99,0,0.97,0.93,0.58,0.62,0.86,0.86,0.82,0.85,0.88,0.76,0.4,0.37,0.85,0.58,0.85,0.3,0.82,0.62,0.42,0.16,0.72,0.28,0.9,0.9,0.65,0.86,0.9,0.68,0.42,0.88,0.66,0.11,0.57,0.68,0.25,0.4,0.97,0.38,0.35,0.72,0.32,0.16,0.94,0.38,0.72,0.68,0.18,0.55,0.17,0.11,1,0.008931971233451682
2018-11-23,399256032,7.99,1,0.97,0.93,0.58,0.62,0.86,0.86,0.82,0.85,0.88,0.76,0.4,0.37,0.85,0.58,0.85,0.3,0.82,0.62,0.42,0.16,0.72,0.28,0.9,0.9,0.65,0.86,0.9,0.68,0.42,0.88,0.66,0.11,0.57,0.68,0.25,0.4,0.97,0.38,0.35,0.72,0.32,0.16,0.94,0.38,0.72,0.68,0.18,0.55,0.17,0.11,3,0.008931971233451682
2018-11-25,399256032,9.99,2,0.88,0.7,0.4,0.4,0.68,0.72,0.6,0.65,0.72,0.65,0.3,0.18,0.68,0.4,0.7,0.12,0.65,0.45,0.28,0.06,0.5,0.18,0.68,0.75,0.45,0.65,0.76,0.55,0.22,0.75,0.4,0.05,0.38,0.42,0.1,0.24,0.85,0.28,0.18,0.55,0.15,0.08,0.82,0.22,0.45,0.5,0.08,0.28,0.07,0.06,1,0.00797989408670568
2018-11-26,399256032,9.99,2,0.88,0.7,0.4,0.4,0.68,0.72,0.6,0.65,0.72,0.65,0.3,0.18,0.68,0.4,0.7,0.12,0.65,0.45,0.28,0.06,0.5,0.18,0.68,0.75,0.45,0.65,0.76,0.55,0.22,0.75,0.4,0.05,0.38,0.42,0.1,0.24,0.85,0.28,0.18,0.55,0.15,0.08,0.82,0.22,0.45,0.5,0.08,0.28,0.07,0.06,1,0.00797989408670568
2018-11-27,399256032,9.99,2,0.88,0.7,0.4,0.4,0.68,0.72,0.6,0.65,0.72,0.65,0.3,0.18,0.68,0.4,0.7,0.12,0.65,0.45,0.28,0.06,0.5,0.18,0.68,0.75,0.45,0.65,0.76,0.55,0.22,0.75,0.4,0.05,0.38,0.42,0.1,0.24,0.85,0.28,0.18,0.55,0.15,0.08,0.82,0.22,0.45,0.5,0.08,0.28,0.07,0.06,1,0.00797989408670568
2018-11-30,399256032,8.99,3,0.91,0.82,0.48,0.5,0.78,0.78,0.7,0.75,0.79,0.7,0.34,0.25,0.75,0.5,0.75,0.18,0.7,0.52,0.33,0.09,0.6,0.22,0.78,0.82,0.52,0.72,0.83,0.6,0.3,0.8,0.5,0.08,0.46,0.52,0.15,0.3,0.9,0.33,0.24,0.62,0.22,0.1,0.88,0.28,0.58,0.58,0.11,0.38,0.1,0.08,1,0.008381358917576517
2018-12-09,399256032,9.99,4,0.88,0.7,0.4,0.4,0.68,0.72,0.6,0.65,0.72,0.65,0.3,0.18,0.68,0.4,0.7,0.12,0.65,0.45,0.28,0.06,0.5,0.18,0.68,0.75,0.45,0.65,0.76,0.55,0.22,0.75,0.4,0.05,0.38,0.42,0.1,0.24,0.85,0.28,0.18,0.55,0.15,0.08,0.82,0.22,0.45,0.5,0.08,0.28,0.07,0.06,2,0.00797989408670568
2018-12-10,399256032,8.49,3,0.95,0.9,0.54,0.58,0.84,0.84,0.78,0.82,0.85,0.74,0.38,0.33,0.82,0.55,0.82,0.25,0.78,0.58,0.38,0.13,0.68,0.26,0.86,0.88,0.6,0.82,0.88,0.65,0.38,0.85,0.6,0.1,0.54,0.62,0.22,0.36,0.95,0.36,0.3,0.68,0.28,0.14,0.92,0.33,0.68,0.65,0.15,0.5,0.14,0.1,2,0.00872294410804517
2018-12-11,399256032,7.49,1,0.98,0.95,0.62,0.65,0.88,0.88,0.84,0.88,0.9,0.78,0.42,0.4,0.88,0.6,0.88,0.35,0.85,0.65,0.45,0.18,0.75,0.3,0.92,0.92,0.7,0.88,0.92,0.7,0.45,0.9,0.7,0.12,0.6,0.72,0.28,0.45,0.98,0.4,0.4,0.75,0.35,0.18,0.95,0.45,0.75,0.7,0.2,0.6,0.2,0.12,1,0.009142430209880327
