persona_id,alpha
P001,9.908488093020177e-09
P002,3.8786763534504513e-08
P003,7.02506788968242e-09
P004,2.4771424799263098e-08
P005,1.8903791269151963e-08
P006,4.039886681366123e-09
P007,0.016162707054201246
P008,0.04511398156544988
P009,9.123065815019548e-09
P010,2.459351021536227e-08
P011,1.6637533346407974e-08
P012,0.038880933451128113
P013,1.515314859480556e-08
P014,0.0627221773581239
P015,1.4324531697036811e-08
P016,5.4447258526627204e-08
P017,2.1122266996878652e-08
P018,5.211138274203198e-08
P019,0.224688264387398
P020,1.4007422799948864e-08
P021,4.445964652599358e-08
P022,1.1525591537372864e-07
P023,5.53142506235366e-08
P024,2.126985688172726e-08
P025,1.5134551975089808e-07
P026,2.409292270205077e-08
P027,8.614484852892825e-08
P028,1.8528295991477297e-08
P029,1.1256080727984588e-07
P030,0.22637088070100853
P031,1.0894929791564523e-08
P032,2.3336672516791888e-08
P033,6.172703107452433e-09
P034,5.42371360899645e-08
P035,3.717658732413001e-07
P036,7.676436718557247e-08
P037,3.6423744796279613e-09
P038,3.883387149417763e-08
P039,7.997024443026229e-08
P040,2.2489003494975572e-08
P041,1.2128442708955479e-08
P042,1.6246414449937713e-08
P043,4.2910787540871205e-09
P044,2.168330021578347e-07
P045,3.19482118267216e-08
P046,1.6746043935613953e-08
P047,0.2502878593468913
P048,0.09260064803625556
P049,9.117016659992946e-08
P050,1.0155553867759698e-08
DUMMY_NO_BUY,0.043170506545846615
