persona_id,alpha
P001,4.917874406746776e-09
P002,1.8073323676291063e-07
P003,0.15795465112997406
P004,3.794755364585423e-07
P005,0.017208242793596035
P006,8.735435673613877e-09
P007,1.5965248044182205e-08
P008,4.907812390200226e-08
P009,3.577938454782596e-08
P010,1.629178967503628e-08
P011,3.811305920784798e-08
P012,0.49969304868133196
P013,3.326132214162843e-08
P014,2.3073515703406483e-08
P015,3.0060215626906215e-08
P016,0.02067415216947664
P017,6.210950947997989e-08
P018,5.505083975038248e-08
P019,4.095134816076198e-08
P020,5.3859913132226154e-08
P021,1.2354738695935279e-08
P022,2.8909724421791037e-07
P023,1.7815925508144192e-08
P024,2.339033412995401e-08
P025,3.592499292079584e-08
P026,5.003557273358672e-09
P027,3.165827673289756e-08
P028,1.5006339872975516e-08
P029,1.8188243952703472e-08
P030,3.838504341978806e-09
P031,2.098057217969279e-08
P032,4.587706036076293e-07
P033,7.377495219975711e-08
P034,1.0348428632390211e-07
P035,3.176375622504941e-07
P036,1.0468414734910511e-07
P037,1.7280248970473904e-08
P038,0.2751597204630008
P039,2.6933464941550256e-08
P040,8.27319102292979e-09
P041,9.857730439812022e-07
P042,2.6010141925546428e-08
P043,1.2296421947039717e-08
P044,3.317285945862567e-08
P045,8.666628511731457e-07
P046,3.1189035396912754e-08
P047,5.484560883762071e-08
P048,3.382093397742276e-08
P049,0.02930531526391664
P050,1.2411157062769212e-07
DUMMY_NO_BUY,9.006269746009942e-08
