date,article_id,offer_price,demand,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,observed_demand,ground_truth_purchase_prob
2018-09-22,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,4,0.007075702798336538
2018-10-07,399087001,19.99,0,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,4,0.007075702798336538
2018-10-09,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,2,0.007075702798336538
2018-10-13,399087001,15.99,2,0.72,0.86,0.42,0.33,0.88,0.68,0.28,0.92,0.62,0.48,0.16,0.2,0.65,0.24,0.55,0.04,0.18,0.32,0.115,0.09,0.38,0.1,0.26,0.86,0.2,0.18,0.33,0.31,0.45,0.25,0.58,0.15,0.72,0.6,0.14,0.16,0.8,0.09,0.18,0.42,0.38,0.14,0.7,0.28,0.65,0.5,0.62,0.06,0.07,0.08,3,0.007298562646240171
2018-10-14,399087001,15.99,5,0.72,0.86,0.42,0.33,0.88,0.68,0.28,0.92,0.62,0.48,0.16,0.2,0.65,0.24,0.55,0.04,0.18,0.32,0.115,0.09,0.38,0.1,0.26,0.86,0.2,0.18,0.33,0.31,0.45,0.25,0.58,0.15,0.72,0.6,0.14,0.16,0.8,0.09,0.18,0.42,0.38,0.14,0.7,0.28,0.65,0.5,0.62,0.06,0.07,0.08,2,0.007298562646240171
2018-10-16,399087001,19.99,0,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,1,0.007075702798336538
2018-11-26,399087001,19.99,3,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,2,0.007075702798336538
2018-12-03,399087001,19.99,2,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,5,0.007075702798336538
2018-12-13,399087001,19.99,3,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,2,0.007075702798336538
2018-12-24,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,2,0.007075702798336538
2018-12-29,399087001,16.99,3,0.68,0.7,0.4,0.28,0.65,0.66,0.26,0.8,0.45,0.45,0.14,0.18,0.7,0.22,0.5,0.03,0.14,0.3,0.11,0.07,0.34,0.09,0.2,0.65,0.18,0.22,0.28,0.29,0.3,0.22,0.45,0.13,0.55,0.45,0.12,0.12,0.76,0.08,0.15,0.38,0.25,0.11,0.66,0.22,0.5,0.35,0.5,0.05,0.06,0.06,1,0.00723402900471763
2018-12-30,399087001,19.99,1,0.55,0.35,0.52,0.12,0.3,0.74,0.2,0.3,0.2,0.3,0.09,0.14,0.78,0.16,0.4,0.02,0.06,0.25,0.1,0.03,0.22,0.06,0.1,0.3,0.14,0.4,0.15,0.34,0.15,0.15,0.2,0.08,0.25,0.18,0.06,0.06,0.85,0.18,0.08,0.3,0.12,0.04,0.6,0.12,0.3,0.15,0.28,0.02,0.04,0.03,3,0.007075702798336538
