persona_id,alpha
P001,2.7528429242978493e-08
P002,1.8122827329914136e-08
P003,4.2575050673148266e-07
P004,1.3983873964142633e-07
P005,9.366611455069504e-09
P006,1.4606977729082852e-07
P007,0.18909534403184697
P008,1.836895349340959e-08
P009,8.815930322003279e-08
P010,6.558037076662287e-08
P011,4.054778131439722e-08
P012,0.06748711379968327
P013,0.05397156826585249
P014,3.088199194691996e-08
P015,0.03092464937228614
P016,1.2385080914153265e-07
P017,4.3492124863140877e-08
P018,4.2553011459647065e-08
P019,0.3548838131859221
P020,5.229846783529899e-08
P021,5.11877019902507e-08
P022,0.23822988161154676
P023,1.3331034012637169e-08
P024,1.6675004844017967e-08
P025,0.02010136928686917
P026,1.089047678282601e-08
P027,9.627246910726941e-09
P028,1.3268034121955757e-07
P029,2.02002175665384e-07
P030,1.0309004832693711e-07
P031,9.49425414310693e-09
P032,2.8788538951552858e-08
P033,5.184706004049832e-09
P034,1.245387577082719e-07
P035,6.438712527950553e-08
P036,1.8927291956110123e-08
P037,3.819113470173296e-08
P038,7.0340294969787e-08
P039,4.774494826237414e-08
P040,2.627298644337562e-08
P041,2.9484005746194836e-08
P042,0.01736499509816559
P043,1.0623051876742395e-07
P044,3.120249838103647e-08
P045,2.1754800669034106e-08
P046,1.5694383021806408e-08
P047,4.725779086163498e-08
P048,9.84306039010554e-09
P049,1.917838974991374e-08
P050,4.612053918779068e-08
DUMMY_NO_BUY,0.02793869281806702
