persona_id,alpha
P001,1.5252100763837135e-08
P002,2.4835812597087717e-08
P003,7.469277045900001e-08
P004,0.02057586006617225
P005,1.951225244719967e-08
P006,6.526415040229624e-08
P007,4.5968745247057826e-08
P008,8.6884384844303e-08
P009,1.0789686439135933e-07
P010,3.4829462729946967e-07
P011,6.697182212840076e-08
P012,9.00094483510783e-08
P013,1.0458117208991082e-07
P014,3.1585456450785014e-07
P015,5.3244570344106916e-08
P016,1.5078884683134554e-07
P017,1.0281437758722401e-07
P018,0.11452377004481848
P019,1.2058232146946366e-07
P020,9.308573571819586e-08
P021,1.315516056726489e-06
P022,0.6568428187540514
P023,2.1717354149222777e-06
P024,0.03339090422680095
P025,6.491145540322891e-08
P026,9.298990340251505e-08
P027,0.03034733791923973
P028,2.9239755122710616e-07
P029,2.292412425932205e-08
P030,3.3586955697136654e-08
P031,3.716469421350066e-08
P032,5.759030933937413e-07
P033,1.3067826173635096e-07
P034,4.238600834413175e-08
P035,3.4922183009328307e-07
P036,6.942945479112918e-08
P037,1.530898590343117e-08
P038,2.1864329478311384e-07
P039,9.293779232614562e-08
P040,2.1487815375551818e-08
P041,1.6885564264110546e-07
P042,1.402386053463622e-07
P043,1.0884646372321761e-07
P044,3.796742992375995e-08
P045,9.209735932947047e-08
P046,3.8307702613268866e-08
P047,0.074020707895567
P048,7.268457694730026e-08
P049,0.0702902833817182
P050,8.368956581556419e-08
DUMMY_NO_BUY,1.4126702565724503e-07
