date,article_id,offer_price,demand,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,observed_demand,ground_truth_purchase_prob
2018-11-11,399201022,49.99,0,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.005,0.01,0.01,0.005,0.01,0.02,0.02,0.02,0.008,0.02,0.01,0.01,0.008,0.005,0.01,0.01,0.01,0.01,0.005,0.02,0.01,0.01,0.03,0.005,0.01,0.015,0.01,0.02,0.02,0.01,0.01,0.003,0.02,0.02,0.01,0.02,0.01,0.015,0.01,0.015,0.01,0.005,0.015,1,0.0047637505859715
2019-03-02,399201023,49.99,0,0.01,0.002,0.01,0.006,0.005,0.02,0.01,0.01,0.005,0.03,0.01,0.01,0.02,0.04,0.05,0.003,0.01,0.02,0.005,0.008,0.01,0.02,0.002,0.01,0.005,0.002,0.01,0.01,0.005,0.01,0.02,0.003,0.005,0.01,0.03,0.002,0.01,0.02,0.005,0.005,0.005,0.01,0.02,0.004,0.01,0.005,0.005,0.004,0.003,0.001,1,0.0048123092798739
2019-03-04,399201023,49.99,3,0.01,0.002,0.01,0.006,0.005,0.02,0.01,0.01,0.005,0.03,0.01,0.01,0.02,0.04,0.05,0.003,0.01,0.02,0.005,0.008,0.01,0.02,0.002,0.01,0.005,0.002,0.01,0.01,0.005,0.01,0.02,0.003,0.005,0.01,0.03,0.002,0.01,0.02,0.005,0.005,0.005,0.01,0.02,0.004,0.01,0.005,0.005,0.004,0.003,0.001,2,0.0048123092798739
2019-03-11,399201023,49.99,3,0.01,0.002,0.01,0.006,0.005,0.02,0.01,0.01,0.005,0.03,0.01,0.01,0.02,0.04,0.05,0.003,0.01,0.02,0.005,0.008,0.01,0.02,0.002,0.01,0.005,0.002,0.01,0.01,0.005,0.01,0.02,0.003,0.005,0.01,0.03,0.002,0.01,0.02,0.005,0.005,0.005,0.01,0.02,0.004,0.01,0.005,0.005,0.004,0.003,0.001,1,0.0048123092798739
2019-01-13,399223004,19.99,3,0.45,0.22,0.26,0.2,0.13,0.7,0.12,0.25,0.22,0.4,0.05,0.05,0.35,0.37,0.18,0.06,0.03,0.65,0.08,0.02,0.65,0.05,0.18,0.2,0.06,0.96,0.08,0.42,0.06,0.6,0.06,0.02,0.18,0.15,0.002,0.07,0.46,0.08,0.25,0.42,0.12,0.05,0.75,0.25,0.12,0.3,0.15,0.1,0.02,0.01,1,0.0067623807690239
2019-01-16,399223004,19.99,0,0.45,0.22,0.26,0.2,0.13,0.7,0.12,0.25,0.22,0.4,0.05,0.05,0.35,0.37,0.18,0.06,0.03,0.65,0.08,0.02,0.65,0.05,0.18,0.2,0.06,0.96,0.08,0.42,0.06,0.6,0.06,0.02,0.18,0.15,0.002,0.07,0.46,0.08,0.25,0.42,0.12,0.05,0.75,0.25,0.12,0.3,0.15,0.1,0.02,0.01,3,0.0067623807690239
2019-02-05,399223004,16.99,2,0.6,0.58,0.35,0.7,0.5,0.76,0.18,0.55,0.75,0.6,0.08,0.08,0.28,0.52,0.36,0.12,0.06,0.58,0.14,0.05,0.5,0.08,0.5,0.78,0.09,0.85,0.22,0.29,0.2,0.52,0.14,0.05,0.6,0.33,0.02,0.15,0.52,0.15,0.58,0.49,0.45,0.09,0.62,0.65,0.35,0.78,0.32,0.18,0.05,0.04,2,0.0079824686311445
2019-03-07,399223004,17.99,0,0.55,0.45,0.3,0.55,0.36,0.77,0.16,0.45,0.58,0.55,0.07,0.07,0.3,0.47,0.3,0.1,0.05,0.6,0.12,0.04,0.55,0.07,0.38,0.55,0.08,0.9,0.17,0.31,0.15,0.48,0.11,0.04,0.45,0.26,0.01,0.12,0.5,0.12,0.45,0.46,0.3,0.08,0.6,0.5,0.28,0.62,0.25,0.15,0.04,0.03,2,0.0075408818028812
2018-11-12,399256018,9.99,4,0.78,0.8,0.7,0.64,0.8,0.65,0.72,0.86,0.72,0.58,0.22,0.2,0.55,0.45,0.74,0.04,0.16,0.48,0.08,0.06,0.18,0.1,0.6,0.5,0.3,0.75,0.6,0.28,0.38,0.58,0.78,0.12,0.58,0.4,0.06,0.35,0.8,0.22,0.25,0.9,0.39,0.11,0.8,0.2,0.3,0.58,0.08,0.46,0.05,0.22,4,0.0075057571486919
2018-12-20,399256018,9.99,0,0.78,0.8,0.7,0.64,0.8,0.65,0.72,0.86,0.72,0.58,0.22,0.2,0.55,0.45,0.74,0.04,0.16,0.48,0.08,0.06,0.18,0.1,0.6,0.5,0.3,0.75,0.6,0.28,0.38,0.58,0.78,0.12,0.58,0.4,0.06,0.35,0.8,0.22,0.25,0.9,0.39,0.11,0.8,0.2,0.3,0.58,0.08,0.46,0.05,0.22,3,0.0075057571486919
2018-09-23,441386001,24.99,1,0.18,0.18,0.18,0.1,0.12,0.35,0.38,0.12,0.04,0.5,0.1,0.16,0.4,0.4,0.5,0.02,0.05,0.22,0.16,0.02,0.35,0.07,0.06,0.12,0.18,0.4,0.06,0.08,0.06,0.6,0.04,0.02,0.06,0.08,0.02,0.03,0.3,0.1,0.05,0.18,0.03,0.03,0.28,0.1,0.1,0.12,0.03,0.05,0.02,0.02,1,0.0066312237943712
2018-12-16,524825011,24.99,2,0.58,0.08,0.45,0.1,0.12,0.4,0.22,0.15,0.1,0.55,0.22,0.25,0.45,0.45,0.5,0.01,0.08,0.5,0.2,0.005,0.22,0.08,0.1,0.1,0.09,0.7,0.05,0.45,0.04,0.5,0.06,0.02,0.005,0.02,0.02,0.02,0.01,0.11,0.1,0.7,0.08,0.02,0.6,0.1,0.03,0.12,0.01,0.02,0.008,0.02,3,0.0069135173612013
2019-08-12,524825011,17.99,3,0.93,0.7,0.75,0.52,0.6,0.78,0.28,0.65,0.35,0.8,0.32,0.3,0.55,0.62,0.45,0.05,0.25,0.45,0.3,0.04,0.2,0.12,0.4,0.55,0.09,0.9,0.4,0.7,0.15,0.48,0.5,0.12,0.12,0.12,0.12,0.12,0.15,0.22,0.3,0.75,0.3,0.12,0.92,0.35,0.2,0.6,0.1,0.12,0.04,0.08,1,0.007945382742005
2019-01-08,539723005,19.99,1,0.65,0.2,0.32,0.1,0.25,0.45,0.42,0.18,0.12,0.25,0.04,0.18,0.88,0.35,0.72,0.05,0.06,0.35,0.09,0.01,0.18,0.03,0.07,0.18,0.3,0.27,0.06,0.4,0.08,0.3,0.08,0.01,0.18,0.12,0.01,0.06,0.88,0.12,0.07,0.5,0.07,0.1,0.96,0.1,0.18,0.2,0.04,0.06,0.02,0.02,2,0.0061234033850094
2019-03-10,540768002,49.99,0,0.02,0.03,0.03,0.01,0.02,0.05,0.03,0.02,0.008,0.01,0.03,0.02,0.02,0.02,0.03,0.015,0.03,0.02,0.025,0.01,0.02,0.015,0.02,0.03,0.03,0.04,0.02,0.02,0.03,0.015,0.03,0.03,0.01,0.03,0.03,0.02,0.02,0.015,0.01,0.03,0.02,0.02,0.03,0.03,0.03,0.01,0.02,0.01,0.025,0.03,2,0.0052014912835244
2019-04-15,554450027,17.99,1,0.85,0.52,0.48,0.12,0.22,0.77,0.34,0.36,0.16,0.42,0.31,0.11,0.17,0.31,0.67,0.07,0.07,0.23,0.17,0.06,0.4,0.11,0.08,0.25,0.24,0.7,0.16,0.11,0.1,0.064,0.25,0.035,0.1,0.25,0.065,0.13,0.78,0.15,0.04,0.77,0.12,0.15,0.65,0.25,0.18,0.25,0.09,0.1,0.06,0.09,1,0.0074459862721143
2019-08-04,554477005,9.99,1,0.6,0.5,0.53,0.45,0.95,0.75,0.6,0.65,0.2,0.3,0.2,0.1,0.48,0.25,0.45,0.1,0.33,0.65,0.22,0.12,0.22,0.12,0.12,0.58,0.03,0.82,0.55,0.4,0.12,0.12,0.45,0.1,0.3,0.3,0.6,0.1,0.66,0.4,0.04,0.58,0.6,0.06,0.5,0.28,0.45,0.58,0.05,0.48,0.1,0.1,1,0.0080974174181292
2019-09-05,554477005,9.99,0,0.6,0.5,0.53,0.45,0.95,0.75,0.6,0.65,0.2,0.3,0.2,0.1,0.48,0.25,0.45,0.1,0.33,0.65,0.22,0.12,0.22,0.12,0.12,0.58,0.03,0.82,0.55,0.4,0.12,0.12,0.45,0.1,0.3,0.3,0.6,0.1,0.66,0.4,0.04,0.58,0.6,0.06,0.5,0.28,0.45,0.58,0.05,0.48,0.1,0.1,1,0.0080974174181292
2019-05-01,562245063,19.99,2,0.83,0.22,0.7,0.1,0.25,0.7,0.3,0.3,0.15,0.4,0.06,0.12,0.7,0.75,0.22,0.03,0.06,0.75,0.06,0.06,0.1,0.06,0.25,0.25,0.08,0.18,0.08,0.25,0.12,0.8,0.2,0.06,0.12,0.3,0.04,0.04,0.9,0.24,0.05,0.45,0.07,0.08,0.8,0.12,0.34,0.25,0.05,0.05,0.0,0.02,1,0.0065675430042744
