persona_id,alpha
P001,2.300240401431814e-07
P002,3.4128507023679884e-08
P003,1.5686381190389985e-07
P004,3.42024825379478e-08
P005,1.189103572257398e-07
P006,4.274234486615173e-08
P007,0.022772316075576025
P008,1.2282553458293056e-07
P009,5.872779092071371e-08
P010,4.8255249323685396e-08
P011,5.5658750845789234e-08
P012,1.570780407402967e-07
P013,6.646774147932309e-08
P014,2.8583083019263827e-08
P015,2.0325375206851615e-08
P016,6.013407304619113e-08
P017,8.513665829765362e-08
P018,2.2433069671205063e-07
P019,8.692954095253307e-08
P020,6.161630734360831e-08
P021,2.1130271713861078e-07
P022,0.4863442195839855
P023,1.615615589927749e-07
P024,4.0703900561301946e-08
P025,1.989655716391224e-07
P026,0.07967143894851873
P027,1.1464233260650774e-07
P028,1.0141561249740366e-07
P029,3.2784289008794075e-08
P030,2.673866253163894e-08
P031,0.13148370276884452
P032,1.9677895130662108e-07
P033,2.4233507392955735e-08
P034,1.986285328341504e-07
P035,0.27846808888123054
P036,3.430922505908804e-08
P037,5.91761726698322e-08
P038,2.650091689211423e-07
P039,8.959031331859679e-08
P040,1.6305100276700366e-07
P041,4.4475238890334055e-08
P042,4.725729927699115e-08
P043,7.254272392516523e-08
P044,9.874450570151114e-08
P045,2.874254694416474e-07
P046,5.4959378426916395e-08
P047,6.438118004405093e-07
P048,5.157395179368175e-08
P049,6.166952111885043e-08
P050,2.864610169465927e-07
DUMMY_NO_BUY,0.0012549729890332416
