date,article_id,offer_price,demand,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,observed_demand,ground_truth_purchase_prob
2018-11-11,399087014,19.99,1,0.72,0.25,0.15,0.08,0.28,0.3,0.2,0.15,0.08,0.38,0.09,0.15,0.1,0.14,0.55,0.04,0.05,0.27,0.03,0.03,0.18,0.06,0.07,0.28,0.15,0.35,0.15,0.24,0.06,0.25,0.18,0.02,0.18,0.12,0.01,0.02,0.55,0.05,0.22,0.52,0.2,0.08,0.8,0.3,0.3,0.15,0.05,0.15,0.06,0.03,3,0.00674386989605487
2018-11-26,399087014,19.99,1,0.72,0.25,0.15,0.08,0.28,0.3,0.2,0.15,0.08,0.38,0.09,0.15,0.1,0.14,0.55,0.04,0.05,0.27,0.03,0.03,0.18,0.06,0.07,0.28,0.15,0.35,0.15,0.24,0.06,0.25,0.18,0.02,0.18,0.12,0.01,0.02,0.55,0.05,0.22,0.52,0.2,0.08,0.8,0.3,0.3,0.15,0.05,0.15,0.06,0.03,3,0.00674386989605487
2018-12-11,399087014,19.99,1,0.72,0.25,0.15,0.08,0.28,0.3,0.2,0.15,0.08,0.38,0.09,0.15,0.1,0.14,0.55,0.04,0.05,0.27,0.03,0.03,0.18,0.06,0.07,0.28,0.15,0.35,0.15,0.24,0.06,0.25,0.18,0.02,0.18,0.12,0.01,0.02,0.55,0.05,0.22,0.52,0.2,0.08,0.8,0.3,0.3,0.15,0.05,0.15,0.06,0.03,2,0.00674386989605487
2018-12-15,399087014,16.99,1,0.85,0.7,0.22,0.2,0.6,0.44,0.36,0.6,0.2,0.45,0.16,0.23,0.06,0.2,0.8,0.1,0.1,0.34,0.07,0.06,0.3,0.09,0.18,0.7,0.32,0.47,0.32,0.22,0.15,0.34,0.45,0.07,0.42,0.38,0.04,0.06,0.72,0.08,0.4,0.67,0.36,0.2,0.84,0.58,0.55,0.62,0.12,0.25,0.12,0.07,1,0.007544797139171796
2019-03-28,399087014,19.99,3,0.72,0.25,0.15,0.08,0.28,0.3,0.2,0.15,0.08,0.38,0.09,0.15,0.1,0.14,0.55,0.04,0.05,0.27,0.03,0.03,0.18,0.06,0.07,0.28,0.15,0.35,0.15,0.24,0.06,0.25,0.18,0.02,0.18,0.12,0.01,0.02,0.55,0.05,0.22,0.52,0.2,0.08,0.8,0.3,0.3,0.15,0.05,0.15,0.06,0.03,7,0.00674386989605487
2019-08-25,399087014,15.99,1,0.88,0.85,0.25,0.3,0.75,0.48,0.42,0.78,0.35,0.48,0.18,0.25,0.06,0.22,0.84,0.12,0.12,0.36,0.08,0.07,0.34,0.1,0.26,0.88,0.4,0.5,0.4,0.26,0.19,0.37,0.6,0.09,0.58,0.5,0.05,0.08,0.78,0.09,0.48,0.7,0.45,0.33,0.87,0.68,0.65,0.85,0.15,0.32,0.15,0.09,1,0.007861947875151308
2019-08-26,399087014,19.99,1,0.72,0.25,0.15,0.08,0.28,0.3,0.2,0.15,0.08,0.38,0.09,0.15,0.1,0.14,0.55,0.04,0.05,0.27,0.03,0.03,0.18,0.06,0.07,0.28,0.15,0.35,0.15,0.24,0.06,0.25,0.18,0.02,0.18,0.12,0.01,0.02,0.55,0.05,0.22,0.52,0.2,0.08,0.8,0.3,0.3,0.15,0.05,0.15,0.06,0.03,2,0.00674386989605487
2018-11-05,399087015,19.99,2,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,1,0.0064169476734928284
2018-11-13,399087015,19.99,2,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,5,0.0064169476734928284
2018-11-25,399087015,19.99,1,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,1,0.0064169476734928284
2018-12-11,399087015,17.0,0,0.81,0.54,0.49,0.4,0.49,0.63,0.5,0.4,0.35,0.57,0.175,0.21,0.66,0.33,0.7,0.095,0.087,0.26,0.099,0.1,0.33,0.14,0.3,0.4,0.38,0.33,0.18,0.46,0.16,0.255,0.4,0.05,0.42,0.27,0.07,0.08,0.87,0.27,0.09,0.5,0.12,0.13,0.77,0.33,0.39,0.35,0.13,0.17,0.085,0.14,1,0.007691283788902208
2018-12-24,399087015,19.99,0,0.65,0.1,0.47,0.12,0.15,0.52,0.38,0.1,0.12,0.38,0.1,0.1,0.48,0.22,0.58,0.05,0.045,0.24,0.06,0.03,0.15,0.07,0.11,0.12,0.28,0.22,0.08,0.3,0.06,0.12,0.12,0.02,0.18,0.08,0.02,0.03,0.75,0.18,0.03,0.28,0.03,0.03,0.6,0.12,0.1,0.12,0.05,0.08,0.02,0.06,1,0.0064169476734928284
